378.0,-26.55,148.59,-353.85,-130.8,-286.77,337.95,-4.35,153.43,-390.6,-102.15,-283.62,-340.95,-210.3,-253.13,324.15,14.55,179.32,-315.9,-130.35,-245.63,366.0,1.35,95.35,301.05,31.65,107.45,-300.0,-265.35,-265.23,282.75,24.9,222.16,-375.15,-124.35,-288.71,-330.75,-126.45,-257.49,336.6,-82.8,108.66,-338.85,-164.1,-180.05,335.4,-34.35,175.69
378.6,-26.25,148.1,-354.6,-130.65,-286.77,339.0,-4.35,152.22,-390.45,-102.0,-284.59,-341.1,-209.55,-253.62,325.8,15.75,179.08,-316.8,-130.05,-245.15,365.1,1.35,96.32,301.05,31.5,107.21,-298.5,-265.95,-267.89,282.75,25.05,222.88,-372.75,-123.45,-289.43,-330.15,-126.6,-257.25,336.45,-82.35,108.9,-340.2,-162.3,-181.74,335.1,-35.1,174.48
378.45,-27.0,148.59,-354.75,-130.05,-286.77,339.45,-4.05,153.43,-390.3,-102.15,-285.8,-341.55,-209.55,-253.37,325.2,15.6,180.05,-315.75,-131.1,-245.15,365.85,1.95,96.32,301.35,32.25,107.69,-299.55,-265.65,-268.86,283.05,24.75,221.91,-373.2,-123.6,-288.95,-330.45,-125.4,-255.79,335.55,-83.55,109.63,-340.5,-163.35,-182.95,336.45,-35.4,174.97
378.45,-26.85,148.59,-354.45,-131.25,-285.32,339.3,-4.2,151.49,-390.15,-102.3,-283.62,-340.95,-209.7,-253.13,324.9,14.85,180.77,-317.1,-130.05,-244.9,366.0,2.7,95.11,301.2,32.7,107.21,-299.85,-264.9,-266.44,282.6,25.2,223.12,-374.25,-124.65,-289.19,-330.9,-126.9,-258.7,335.7,-82.95,108.9,-339.15,-163.35,-182.71,335.7,-34.95,176.18
379.2,-27.15,148.83,-354.9,-130.2,-288.46,338.55,-3.75,151.01,-390.45,-100.95,-284.59,-340.05,-208.95,-252.41,324.75,14.85,179.56,-315.6,-129.9,-244.66,365.85,1.35,95.83,300.9,32.55,106.96,-300.3,-264.45,-266.68,283.5,24.3,220.46,-372.3,-124.05,-288.46,-330.45,-124.5,-257.0,336.3,-82.65,107.93,-339.9,-163.95,-181.02,336.15,-35.1,174.97
378.45,-26.4,149.56,-354.15,-131.55,-286.29,338.55,-4.65,153.19,-390.45,-102.15,-285.56,-341.4,-209.25,-253.37,325.35,16.2,179.81,-315.75,-131.25,-244.66,366.15,2.7,94.86,300.15,31.2,106.24,-299.85,-265.2,-267.65,283.65,25.2,222.88,-373.5,-122.4,-289.19,-330.15,-125.4,-258.46,337.2,-81.75,109.63,-339.3,-163.2,-180.05,336.45,-34.35,175.93
378.45,-27.3,148.83,-355.05,-130.2,-287.01,340.2,-3.3,152.94,-390.0,-101.7,-284.35,-341.4,-207.75,-251.92,324.9,14.7,180.29,-317.4,-129.6,-245.15,365.85,1.5,98.01,301.35,31.8,107.45,-299.25,-264.75,-267.17,282.75,25.2,223.12,-374.85,-123.6,-290.16,-331.05,-126.0,-255.55,336.75,-82.5,107.21,-340.5,-163.65,-181.74,336.6,-34.8,175.45
378.3,-27.15,148.35,-354.75,-131.55,-288.71,338.25,-4.65,152.94,-390.15,-101.85,-284.83,-341.1,-210.6,-252.89,325.5,16.05,181.5,-316.5,-130.2,-245.15,364.35,2.25,97.28,301.65,31.5,108.17,-299.1,-265.05,-266.44,283.35,25.2,222.88,-372.15,-123.0,-290.64,-331.35,-125.55,-257.73,337.2,-82.2,110.35,-339.3,-163.2,-181.74,336.45,-34.05,175.69
379.5,-27.45,149.07,-354.0,-130.2,-285.32,339.0,-4.2,154.4,-390.45,-101.55,-282.9,-342.3,-208.2,-252.89,325.2,16.2,180.77,-316.35,-130.5,-245.15,366.0,1.8,95.59,301.05,31.65,106.96,-299.4,-264.6,-267.41,282.45,25.65,222.64,-373.8,-123.3,-288.22,-329.7,-126.15,-258.21,336.15,-83.4,107.69,-338.85,-164.25,-180.53,335.85,-34.65,174.48
378.45,-27.0,148.59,-353.85,-130.2,-286.53,338.85,-4.2,153.19,-390.6,-101.7,-284.11,-340.95,-209.25,-252.41,325.2,16.2,181.74,-317.25,-130.05,-243.45,366.75,0.45,97.28,301.2,31.5,105.75,-299.7,-265.65,-266.68,283.5,24.9,220.95,-374.55,-123.75,-288.71,-330.9,-125.4,-257.49,336.75,-83.7,108.42,-339.15,-163.5,-181.5,335.25,-33.9,174.48
379.65,-27.6,149.31,-353.55,-131.4,-286.29,338.4,-4.35,153.67,-390.75,-101.25,-282.66,-341.25,-209.55,-251.92,325.65,14.4,181.26,-315.45,-130.05,-243.69,364.5,1.5,97.28,300.75,31.35,106.72,-300.0,-264.9,-268.14,282.75,25.35,220.95,-373.65,-122.4,-288.22,-330.9,-126.0,-257.49,336.45,-82.05,110.35,-340.5,-163.2,-180.53,335.25,-33.75,174.48
378.75,-27.0,149.56,-354.45,-131.25,-286.77,339.45,-3.75,152.94,-390.3,-101.85,-284.11,-342.15,-210.6,-251.92,324.3,16.2,179.56,-316.8,-129.75,-242.48,365.55,1.65,96.8,300.45,30.9,107.45,-298.8,-264.6,-269.59,283.65,24.45,221.91,-372.3,-123.75,-290.16,-330.0,-125.7,-258.7,336.75,-83.55,109.63,-341.1,-162.9,-180.77,334.5,-34.95,175.21
